id,age,genre,taille,regular_eating,sorbet_fraise,sorbet_framboise,sorbet_passion,sorbet_citron,creme_glacee_vanille,creme_glacee_chocolat,creme_glacee_rhumraisins,creme_glacee_caramel,comment
928,9,femme,121.9368428278515,Oui,2_moyennement,3_beaucoup,Non renseigné,0_pas_du_tout,4_énormément,3_beaucoup,2_moyennement,3_beaucoup,NA
929,61,homme,178.27289566401228,Oui,0_pas_du_tout,2_moyennement,2_moyennement,1_un peu,1_un peu,2_moyennement,0_pas_du_tout,Non renseigné,NA
930,14,femme,150.31183857981918,Non,Non renseigné,4_énormément,3_beaucoup,0_pas_du_tout,4_énormément,2_moyennement,2_moyennement,Non renseigné,NA
931,51,homme,166.7660743401562,Non renseigné,0_pas_du_tout,3_beaucoup,4_énormément,2_moyennement,0_pas_du_tout,2_moyennement,1_un peu,Non renseigné,NA
932,56,femme,166.8917605973735,Non,3_beaucoup,4_énormément,4_énormément,2_moyennement,2_moyennement,2_moyennement,4_énormément,4_énormément,NA
933,48,homme,161.85801620360334,Non renseigné,3_beaucoup,3_beaucoup,Non renseigné,4_énormément,4_énormément,Non renseigné,2_moyennement,Non renseigné,NA
934,57,femme,166.79474628110756,Oui,0_pas_du_tout,Non renseigné,3_beaucoup,Non renseigné,Non renseigné,3_beaucoup,4_énormément,2_moyennement,NA
935,21,femme,163.41470584393912,Non renseigné,0_pas_du_tout,2_moyennement,3_beaucoup,Non renseigné,1_un peu,Non renseigné,1_un peu,Non renseigné,NA
936,64,femme,166.3757933821371,Non renseigné,4_énormément,4_énormément,3_beaucoup,2_moyennement,2_moyennement,Non renseigné,Non renseigné,4_énormément,NA
937,52,femme,162.49556599004504,Non,0_pas_du_tout,2_moyennement,4_énormément,4_énormément,2_moyennement,3_beaucoup,2_moyennement,3_beaucoup,NA
938,43,homme,166.26982900139703,Non,3_beaucoup,0_pas_du_tout,4_énormément,0_pas_du_tout,4_énormément,1_un peu,0_pas_du_tout,3_beaucoup,NA
939,55,homme,175.13677231498616,Non renseigné,0_pas_du_tout,2_moyennement,4_énormément,3_beaucoup,3_beaucoup,Non renseigné,2_moyennement,Non renseigné,NA
940,19,NA,170.94941570803235,Non renseigné,0_pas_du_tout,3_beaucoup,1_un peu,3_beaucoup,0_pas_du_tout,Non renseigné,2_moyennement,3_beaucoup,NA
941,76,femme,163.18703024985328,Non renseigné,3_beaucoup,Non renseigné,2_moyennement,2_moyennement,2_moyennement,0_pas_du_tout,Non renseigné,Non renseigné,NA
942,18,femme,171.26168552341156,Non,3_beaucoup,0_pas_du_tout,1_un peu,Non renseigné,4_énormément,4_énormément,1_un peu,Non renseigné,NA
943,77,NA,174.66855690293417,Oui,3_beaucoup,2_moyennement,1_un peu,0_pas_du_tout,2_moyennement,3_beaucoup,3_beaucoup,Non renseigné,NA
944,20,homme,NA,Non,0_pas_du_tout,0_pas_du_tout,NA,1_un peu,3_beaucoup,Non renseigné,1_un peu,0_pas_du_tout,NA
945,NA,femme,167.3006815530315,Non renseigné,2_moyennement,4_énormément,0_pas_du_tout,Non renseigné,0_pas_du_tout,3_beaucoup,4_énormément,Non renseigné,NA
946,9,femme,124.46325968030519,Oui,0_pas_du_tout,2_moyennement,0_pas_du_tout,1_un peu,0_pas_du_tout,3_beaucoup,0_pas_du_tout,Non renseigné,NA
947,67,homme,181.07687713737326,Non renseigné,4_énormément,4_énormément,4_énormément,0_pas_du_tout,Non renseigné,3_beaucoup,3_beaucoup,Non renseigné,NA
948,73,femme,163.13742003270872,Non,3_beaucoup,1_un peu,2_moyennement,0_pas_du_tout,1_un peu,Non renseigné,3_beaucoup,Non renseigné,NA
949,NA,homme,167.2352723428901,Oui,4_énormément,3_beaucoup,1_un peu,1_un peu,4_énormément,2_moyennement,1_un peu,Non renseigné,NA
950,35,femme,169.33946053644308,Non renseigné,1_un peu,1_un peu,2_moyennement,0_pas_du_tout,3_beaucoup,1_un peu,Non renseigné,Non renseigné,NA
951,22,non binaire,NA,Oui,Non renseigné,1_un peu,1_un peu,2_moyennement,Non renseigné,4_énormément,1_un peu,Non renseigné,NA
952,54,NA,NA,Oui,3_beaucoup,1_un peu,2_moyennement,3_beaucoup,Non renseigné,3_beaucoup,Non renseigné,Non renseigné,NA
953,20,femme,159.3381435014308,Non renseigné,1_un peu,2_moyennement,NA,1_un peu,4_énormément,1_un peu,Non renseigné,Non renseigné,NA
954,7,femme,113.66277004145044,Non,0_pas_du_tout,2_moyennement,0_pas_du_tout,1_un peu,Non renseigné,3_beaucoup,Non renseigné,3_beaucoup,NA
955,62,homme,169.25515587160103,Non,1_un peu,4_énormément,2_moyennement,2_moyennement,2_moyennement,1_un peu,2_moyennement,4_énormément,NA
956,19,homme,175.46646162207614,Oui,4_énormément,4_énormément,0_pas_du_tout,Non renseigné,4_énormément,1_un peu,Non renseigné,Non renseigné,NA
957,48,femme,165.25294269605214,Non renseigné,4_énormément,3_beaucoup,1_un peu,3_beaucoup,0_pas_du_tout,4_énormément,Non renseigné,Non renseigné,NA
958,9,homme,124.69629071689113,Non renseigné,2_moyennement,2_moyennement,0_pas_du_tout,1_un peu,Non renseigné,Non renseigné,0_pas_du_tout,4_énormément,NA
959,58,homme,167.67900606444044,Non,0_pas_du_tout,2_moyennement,1_un peu,Non renseigné,4_énormément,4_énormément,Non renseigné,2_moyennement,NA
960,44,NA,168.51426760945708,Non renseigné,3_beaucoup,2_moyennement,3_beaucoup,0_pas_du_tout,3_beaucoup,1_un peu,0_pas_du_tout,Non renseigné,NA
961,34,homme,161.78918835737477,Non renseigné,1_un peu,4_énormément,0_pas_du_tout,4_énormément,Non renseigné,3_beaucoup,4_énormément,Non renseigné,NA
962,16,non binaire,NA,Non renseigné,4_énormément,0_pas_du_tout,0_pas_du_tout,4_énormément,Non renseigné,1_un peu,1_un peu,Non renseigné,NA
963,6,non binaire,109.97659622164771,Oui,1_un peu,4_énormément,0_pas_du_tout,Non renseigné,4_énormément,4_énormément,0_pas_du_tout,Non renseigné,NA
964,8,femme,119.39499229376268,Non renseigné,2_moyennement,4_énormément,1_un peu,0_pas_du_tout,3_beaucoup,2_moyennement,0_pas_du_tout,4_énormément,NA
965,49,femme,157.93455047092496,Non renseigné,0_pas_du_tout,1_un peu,2_moyennement,0_pas_du_tout,2_moyennement,Non renseigné,1_un peu,3_beaucoup,NA
966,34,homme,176.8853312431532,Oui,0_pas_du_tout,1_un peu,1_un peu,0_pas_du_tout,1_un peu,4_énormément,3_beaucoup,Non renseigné,NA
967,76,homme,166.04924209122186,Oui,2_moyennement,3_beaucoup,2_moyennement,0_pas_du_tout,3_beaucoup,3_beaucoup,Non renseigné,Non renseigné,NA
968,21,homme,172.18427129261633,Non,1_un peu,4_énormément,Non renseigné,0_pas_du_tout,3_beaucoup,3_beaucoup,3_beaucoup,2_moyennement,NA
969,33,homme,163.91973420085324,Non,0_pas_du_tout,2_moyennement,3_beaucoup,3_beaucoup,Non renseigné,3_beaucoup,Non renseigné,Non renseigné,NA
970,38,homme,166.27709437304577,Oui,0_pas_du_tout,4_énormément,Non renseigné,2_moyennement,0_pas_du_tout,Non renseigné,Non renseigné,Non renseigné,NA
971,49,homme,172.79045636598715,Oui,4_énormément,2_moyennement,4_énormément,0_pas_du_tout,4_énormément,1_un peu,2_moyennement,1_un peu,NA
972,39,homme,NA,Non renseigné,2_moyennement,2_moyennement,0_pas_du_tout,Non renseigné,3_beaucoup,3_beaucoup,1_un peu,Non renseigné,NA
973,45,homme,171.3995305237316,Non renseigné,0_pas_du_tout,2_moyennement,Non renseigné,0_pas_du_tout,1_un peu,2_moyennement,1_un peu,Non renseigné,NA
974,47,femme,171.517406976539,Non renseigné,Non renseigné,2_moyennement,0_pas_du_tout,4_énormément,2_moyennement,2_moyennement,0_pas_du_tout,Non renseigné,NA
975,53,NA,171.37524379669162,Non renseigné,3_beaucoup,3_beaucoup,1_un peu,0_pas_du_tout,4_énormément,4_énormément,3_beaucoup,Non renseigné,NA
976,69,femme,165.06946066380422,Non renseigné,Non renseigné,0_pas_du_tout,3_beaucoup,0_pas_du_tout,3_beaucoup,3_beaucoup,3_beaucoup,0_pas_du_tout,NA
977,46,NA,156.04355679856258,Non,1_un peu,3_beaucoup,0_pas_du_tout,4_énormément,0_pas_du_tout,Non renseigné,3_beaucoup,Non renseigné,NA
978,43,homme,NA,Non renseigné,0_pas_du_tout,Non renseigné,4_énormément,1_un peu,Non renseigné,3_beaucoup,Non renseigné,Non renseigné,NA
979,11,femme,133.7404251909068,Non renseigné,3_beaucoup,3_beaucoup,0_pas_du_tout,0_pas_du_tout,2_moyennement,2_moyennement,0_pas_du_tout,Non renseigné,NA
980,61,homme,170.7446701671326,Oui,2_moyennement,0_pas_du_tout,4_énormément,2_moyennement,3_beaucoup,2_moyennement,2_moyennement,0_pas_du_tout,NA
981,NA,femme,171.2755652349139,Non renseigné,4_énormément,3_beaucoup,1_un peu,2_moyennement,4_énormément,2_moyennement,4_énormément,3_beaucoup,NA
982,67,femme,160.27355839189224,Non renseigné,1_un peu,2_moyennement,3_beaucoup,0_pas_du_tout,1_un peu,4_énormément,3_beaucoup,4_énormément,NA
983,3,homme,94.2665857896965,Oui,Non renseigné,4_énormément,Non renseigné,0_pas_du_tout,2_moyennement,2_moyennement,1_un peu,Non renseigné,NA
984,64,homme,161.1687763709879,Non renseigné,Non renseigné,0_pas_du_tout,Non renseigné,2_moyennement,1_un peu,3_beaucoup,3_beaucoup,1_un peu,NA
985,47,homme,161.8288631925337,Oui,2_moyennement,3_beaucoup,2_moyennement,0_pas_du_tout,4_énormément,3_beaucoup,4_énormément,3_beaucoup,NA
986,NA,femme,172.78353452827676,Non renseigné,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,1_un peu,Non renseigné,3_beaucoup,3_beaucoup,3_beaucoup,NA
987,52,femme,169.6801180349375,Non,4_énormément,0_pas_du_tout,3_beaucoup,0_pas_du_tout,4_énormément,3_beaucoup,2_moyennement,4_énormément,NA
988,40,homme,172.77053287323295,Non,1_un peu,1_un peu,2_moyennement,0_pas_du_tout,0_pas_du_tout,2_moyennement,4_énormément,Non renseigné,NA
989,NA,femme,167.55149547175466,Non,1_un peu,0_pas_du_tout,1_un peu,0_pas_du_tout,Non renseigné,2_moyennement,2_moyennement,0_pas_du_tout,NA
990,68,femme,158.0134231080806,Oui,4_énormément,Non renseigné,Non renseigné,0_pas_du_tout,0_pas_du_tout,4_énormément,4_énormément,Non renseigné,NA
991,52,femme,155.04232551162679,Non renseigné,3_beaucoup,1_un peu,2_moyennement,0_pas_du_tout,3_beaucoup,Non renseigné,3_beaucoup,4_énormément,NA
992,46,NA,178.80627188923475,Non,0_pas_du_tout,1_un peu,0_pas_du_tout,4_énormément,Non renseigné,1_un peu,0_pas_du_tout,0_pas_du_tout,NA
993,53,femme,167.43510263564323,Non,3_beaucoup,1_un peu,3_beaucoup,0_pas_du_tout,4_énormément,2_moyennement,4_énormément,4_énormément,NA
994,78,femme,164.65627094133717,Non,3_beaucoup,3_beaucoup,3_beaucoup,2_moyennement,3_beaucoup,0_pas_du_tout,0_pas_du_tout,Non renseigné,NA
995,63,homme,179.85719267832383,Non renseigné,1_un peu,4_énormément,Non renseigné,0_pas_du_tout,1_un peu,4_énormément,0_pas_du_tout,Non renseigné,NA
996,69,femme,158.15050754543955,Non renseigné,Non renseigné,Non renseigné,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,1_un peu,3_beaucoup,2_moyennement,NA
997,25,homme,164.08583278125028,Non renseigné,4_énormément,4_énormément,4_énormément,Non renseigné,2_moyennement,3_beaucoup,2_moyennement,Non renseigné,NA
998,74,femme,167.31958975602944,Oui,4_énormément,Non renseigné,Non renseigné,0_pas_du_tout,Non renseigné,4_énormément,4_énormément,Non renseigné,NA
999,28,homme,161.4438274785444,Oui,2_moyennement,0_pas_du_tout,3_beaucoup,3_beaucoup,3_beaucoup,Non renseigné,1_un peu,3_beaucoup,NA
1000,52,femme,165.2531663065522,Oui,3_beaucoup,1_un peu,1_un peu,0_pas_du_tout,0_pas_du_tout,3_beaucoup,2_moyennement,3_beaucoup,NA
1001,66,femme,172.9846127986355,Non,0_pas_du_tout,1_un peu,3_beaucoup,0_pas_du_tout,Non renseigné,4_énormément,4_énormément,Non renseigné,NA
1002,76,NA,166.8281340840474,Non,2_moyennement,1_un peu,1_un peu,0_pas_du_tout,3_beaucoup,3_beaucoup,2_moyennement,Non renseigné,NA
1003,35,femme,NA,Non renseigné,1_un peu,1_un peu,3_beaucoup,1_un peu,1_un peu,4_énormément,4_énormément,4_énormément,NA
1004,75,homme,166.91305810840294,Oui,2_moyennement,1_un peu,Non renseigné,3_beaucoup,1_un peu,3_beaucoup,4_énormément,Non renseigné,NA
1005,22,NA,170.24159934642464,Non renseigné,1_un peu,3_beaucoup,0_pas_du_tout,Non renseigné,Non renseigné,4_énormément,Non renseigné,0_pas_du_tout,NA
1006,75,homme,NA,Non renseigné,Non renseigné,Non renseigné,3_beaucoup,3_beaucoup,2_moyennement,4_énormément,3_beaucoup,1_un peu,NA
1007,NA,homme,168.34662628461376,Non renseigné,1_un peu,2_moyennement,1_un peu,1_un peu,2_moyennement,3_beaucoup,2_moyennement,Non renseigné,NA
1008,38,homme,165.82073667391577,Oui,3_beaucoup,3_beaucoup,3_beaucoup,0_pas_du_tout,3_beaucoup,3_beaucoup,0_pas_du_tout,4_énormément,NA
1009,28,femme,164.44244959784263,Non renseigné,4_énormément,2_moyennement,3_beaucoup,2_moyennement,1_un peu,1_un peu,Non renseigné,3_beaucoup,NA
1010,27,femme,NA,Non renseigné,1_un peu,0_pas_du_tout,4_énormément,2_moyennement,3_beaucoup,0_pas_du_tout,Non renseigné,Non renseigné,NA
1011,75,femme,161.8151099268408,Non renseigné,1_un peu,Non renseigné,1_un peu,0_pas_du_tout,3_beaucoup,3_beaucoup,4_énormément,Non renseigné,NA
1012,40,femme,161.4408809442313,Non,4_énormément,0_pas_du_tout,1_un peu,3_beaucoup,0_pas_du_tout,0_pas_du_tout,3_beaucoup,3_beaucoup,NA
1013,34,femme,163.13137861965325,Non,3_beaucoup,4_énormément,3_beaucoup,2_moyennement,4_énormément,3_beaucoup,2_moyennement,Non renseigné,NA
1014,75,femme,160.59084171840982,Oui,4_énormément,4_énormément,2_moyennement,0_pas_du_tout,4_énormément,3_beaucoup,Non renseigné,Non renseigné,NA
1015,66,femme,164.21908425581202,Non renseigné,0_pas_du_tout,3_beaucoup,Non renseigné,0_pas_du_tout,Non renseigné,3_beaucoup,3_beaucoup,Non renseigné,NA
1016,72,non binaire,NA,Non,2_moyennement,Non renseigné,2_moyennement,0_pas_du_tout,1_un peu,4_énormément,0_pas_du_tout,Non renseigné,NA
1017,47,femme,162.73381712324425,Non,1_un peu,2_moyennement,0_pas_du_tout,3_beaucoup,0_pas_du_tout,2_moyennement,0_pas_du_tout,Non renseigné,NA
1018,75,homme,172.29054129577344,Oui,3_beaucoup,3_beaucoup,4_énormément,1_un peu,Non renseigné,Non renseigné,1_un peu,3_beaucoup,NA
1019,66,non binaire,NA,Oui,1_un peu,4_énormément,2_moyennement,3_beaucoup,3_beaucoup,1_un peu,3_beaucoup,Non renseigné,NA
1020,67,femme,155.98482250442441,Non,3_beaucoup,Non renseigné,3_beaucoup,2_moyennement,1_un peu,3_beaucoup,2_moyennement,3_beaucoup,NA
1021,20,homme,167.69076410596946,Non,0_pas_du_tout,3_beaucoup,NA,4_énormément,3_beaucoup,1_un peu,3_beaucoup,4_énormément,NA
1022,51,homme,172.51264412989877,Non renseigné,3_beaucoup,0_pas_du_tout,2_moyennement,2_moyennement,1_un peu,0_pas_du_tout,Non renseigné,0_pas_du_tout,NA
1023,58,homme,NA,Non renseigné,1_un peu,2_moyennement,0_pas_du_tout,1_un peu,4_énormément,Non renseigné,4_énormément,Non renseigné,NA
1024,51,femme,NA,Non,Non renseigné,0_pas_du_tout,0_pas_du_tout,4_énormément,2_moyennement,4_énormément,1_un peu,1_un peu,NA
1025,65,femme,161.98658335529325,Non,3_beaucoup,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,3_beaucoup,1_un peu,3_beaucoup,Non renseigné,NA
1026,59,homme,172.87310891376072,Non renseigné,2_moyennement,2_moyennement,0_pas_du_tout,3_beaucoup,3_beaucoup,4_énormément,4_énormément,3_beaucoup,NA
1027,38,homme,172.8045392093476,Non renseigné,2_moyennement,4_énormément,Non renseigné,3_beaucoup,4_énormément,4_énormément,0_pas_du_tout,Non renseigné,NA
1028,9,homme,125.2299999606058,Oui,3_beaucoup,0_pas_du_tout,0_pas_du_tout,0_pas_du_tout,4_énormément,3_beaucoup,1_un peu,Non renseigné,NA
1029,NA,femme,134.6706331949331,Non renseigné,1_un peu,3_beaucoup,1_un peu,Non renseigné,2_moyennement,2_moyennement,4_énormément,0_pas_du_tout,NA
1030,55,homme,NA,Non renseigné,4_énormément,0_pas_du_tout,4_énormément,2_moyennement,2_moyennement,3_beaucoup,4_énormément,Non renseigné,NA
1031,NA,femme,NA,Non,3_beaucoup,4_énormément,3_beaucoup,3_beaucoup,1_un peu,3_beaucoup,0_pas_du_tout,Non renseigné,NA
1032,41,non binaire,NA,Oui,2_moyennement,1_un peu,Non renseigné,3_beaucoup,1_un peu,4_énormément,4_énormément,Non renseigné,NA
1033,63,NA,175.29574575390657,Oui,0_pas_du_tout,Non renseigné,2_moyennement,3_beaucoup,4_énormément,3_beaucoup,3_beaucoup,Non renseigné,NA
1034,49,femme,164.44672973729246,Non,3_beaucoup,0_pas_du_tout,3_beaucoup,4_énormément,4_énormément,3_beaucoup,Non renseigné,4_énormément,NA
1035,5,homme,105.19548440224132,Non renseigné,3_beaucoup,1_un peu,0_pas_du_tout,3_beaucoup,1_un peu,4_énormément,0_pas_du_tout,0_pas_du_tout,NA
1036,22,NA,160.92446417496598,Oui,Non renseigné,Non renseigné,0_pas_du_tout,2_moyennement,Non renseigné,1_un peu,3_beaucoup,Non renseigné,NA
1037,44,femme,NA,Non renseigné,2_moyennement,3_beaucoup,1_un peu,3_beaucoup,1_un peu,2_moyennement,1_un peu,Non renseigné,NA
1038,71,femme,160.44957550587466,Non,3_beaucoup,4_énormément,2_moyennement,1_un peu,4_énormément,2_moyennement,0_pas_du_tout,Non renseigné,NA
1039,59,homme,NA,Non renseigné,3_beaucoup,1_un peu,1_un peu,2_moyennement,1_un peu,1_un peu,2_moyennement,Non renseigné,NA
1040,14,non binaire,148.152494672804,Non renseigné,Non renseigné,3_beaucoup,1_un peu,0_pas_du_tout,Non renseigné,2_moyennement,Non renseigné,Non renseigné,NA
1041,58,homme,170.57414041502702,Oui,3_beaucoup,1_un peu,Non renseigné,3_beaucoup,Non renseigné,3_beaucoup,4_énormément,Non renseigné,NA
1042,62,homme,179.96534681871447,Non,Non renseigné,0_pas_du_tout,3_beaucoup,0_pas_du_tout,3_beaucoup,2_moyennement,Non renseigné,Non renseigné,NA
1043,17,homme,164.37047898546797,Oui,0_pas_du_tout,4_énormément,0_pas_du_tout,1_un peu,Non renseigné,3_beaucoup,4_énormément,Non renseigné,NA
1044,50,femme,NA,Non,3_beaucoup,0_pas_du_tout,2_moyennement,1_un peu,3_beaucoup,Non renseigné,2_moyennement,Non renseigné,NA
1045,5,homme,104.94265253646591,Oui,2_moyennement,1_un peu,1_un peu,3_beaucoup,4_énormément,1_un peu,1_un peu,2_moyennement,NA
1046,58,homme,172.4317951602542,Oui,3_beaucoup,2_moyennement,4_énormément,0_pas_du_tout,0_pas_du_tout,3_beaucoup,0_pas_du_tout,2_moyennement,NA
1047,5,homme,104.33316007854468,Non renseigné,0_pas_du_tout,3_beaucoup,1_un peu,Non renseigné,3_beaucoup,Non renseigné,Non renseigné,Non renseigné,NA
1048,28,non binaire,NA,Oui,4_énormément,0_pas_du_tout,1_un peu,2_moyennement,Non renseigné,4_énormément,Non renseigné,Non renseigné,NA
1049,NA,femme,166.01825419006883,Non renseigné,3_beaucoup,1_un peu,3_beaucoup,0_pas_du_tout,2_moyennement,Non renseigné,1_un peu,Non renseigné,NA
1050,NA,homme,101.5027982085697,Oui,0_pas_du_tout,4_énormément,0_pas_du_tout,4_énormément,4_énormément,3_beaucoup,Non renseigné,Non renseigné,NA
1051,NA,femme,167.1793804932022,Non renseigné,1_un peu,4_énormément,3_beaucoup,0_pas_du_tout,1_un peu,4_énormément,3_beaucoup,Non renseigné,NA
1052,NA,homme,171.30252107902453,Oui,0_pas_du_tout,2_moyennement,2_moyennement,3_beaucoup,Non renseigné,1_un peu,4_énormément,Non renseigné,NA
1053,40,femme,169.26974240969477,Non renseigné,Non renseigné,3_beaucoup,0_pas_du_tout,2_moyennement,1_un peu,4_énormément,Non renseigné,Non renseigné,NA
1054,57,homme,NA,Non,3_beaucoup,2_moyennement,0_pas_du_tout,Non renseigné,4_énormément,3_beaucoup,3_beaucoup,Non renseigné,NA
1055,43,femme,169.4891772847582,Non,3_beaucoup,3_beaucoup,Non renseigné,0_pas_du_tout,1_un peu,2_moyennement,2_moyennement,3_beaucoup,NA
1056,31,homme,165.83421298646948,Oui,0_pas_du_tout,1_un peu,0_pas_du_tout,3_beaucoup,0_pas_du_tout,Non renseigné,1_un peu,Non renseigné,NA
1057,NA,femme,168.65807596509958,Non renseigné,1_un peu,0_pas_du_tout,4_énormément,Non renseigné,Non renseigné,4_énormément,0_pas_du_tout,2_moyennement,NA
1058,13,homme,146.19847042589015,Non renseigné,4_énormément,1_un peu,1_un peu,3_beaucoup,0_pas_du_tout,2_moyennement,0_pas_du_tout,Non renseigné,NA
1059,16,homme,159.6853983158499,Oui,0_pas_du_tout,3_beaucoup,0_pas_du_tout,4_énormément,3_beaucoup,1_un peu,0_pas_du_tout,Non renseigné,NA
1060,NA,non binaire,NA,Oui,1_un peu,0_pas_du_tout,2_moyennement,1_un peu,3_beaucoup,4_énormément,1_un peu,1_un peu,NA
1061,30,homme,169.09554723674765,Non,1_un peu,0_pas_du_tout,1_un peu,3_beaucoup,3_beaucoup,2_moyennement,2_moyennement,Non renseigné,NA
1062,25,homme,166.3174206817713,Oui,1_un peu,1_un peu,3_beaucoup,3_beaucoup,4_énormément,4_énormément,3_beaucoup,Non renseigné,NA
1063,NA,homme,161.11653434746782,Non renseigné,2_moyennement,Non renseigné,1_un peu,2_moyennement,1_un peu,4_énormément,3_beaucoup,Non renseigné,NA
1064,48,homme,172.55947210942932,Non,0_pas_du_tout,0_pas_du_tout,1_un peu,3_beaucoup,3_beaucoup,1_un peu,3_beaucoup,Non renseigné,NA
1065,77,NA,154.21496031778494,Non renseigné,1_un peu,Non renseigné,4_énormément,2_moyennement,Non renseigné,4_énormément,1_un peu,Non renseigné,NA
1066,30,femme,165.67005657014136,Oui,1_un peu,2_moyennement,1_un peu,3_beaucoup,1_un peu,3_beaucoup,1_un peu,Non renseigné,NA
